ID,locx_o,locy_o,locx_d,locy_d,mode,time,distance
GG503,254,221,259,222,GG,5.631129828555377,5.0990195135927845
TS437,217,170,224,164,TS,6.10508889577854,9.219544457292887
GG315,197,411,196,408,GG,7.625852897814592,3.1622776601683795
GG183,351,83,346,84,GG,4.744359428114314,5.0990195135927845
TS557,78,371,76,361,TS,5.7079345872087295,10.198039027185569
TS487,490,92,479,94,TS,4.934329638407689,11.180339887498949
GG459,391,97,398,100,GG,6.012501035244609,7.615773105863909
GSD104,296,126,298,127,GSD,3.8242984859058766,2.23606797749979
TG21,248,160,226,165,TG,5.2344751280005815,22.561028345356956
TS324,465,96,462,93,TS,5.174493115734549,4.242640687119285
GSD361,304,344,304,346,GSD,5.891032896568753,2.0
GG202,262,189,273,187,GG,6.396051066346512,11.180339887498949
TS345,237,173,243,177,TS,4.48190424087219,7.211102550927978
TG151,324,156,339,147,TG,4.533049411118208,17.4928556845359
TS489,232,165,220,158,TS,5.547345530195189,13.892443989449804
TG952,432,186,420,203,TG,5.907184163359922,20.808652046684813
TS508,201,182,210,174,TS,6.97882829333178,12.041594578792296
GG501,398,130,398,124,GG,5.046289106838737,6.0
GSD117,443,223,444,220,GSD,5.957776738895028,3.1622776601683795
GSD106,327,133,329,130,GSD,6.0226355179443765,3.605551275463989
GSD76,177,359,172,358,GSD,5.527396851641246,5.0990195135927845
TS31,241,142,249,148,TS,5.024587478032882,10.0
TS738,268,167,261,156,TS,6.738956941715879,13.038404810405298
TS562,274,147,287,143,TS,5.9205576001169575,13.601470508735444
GG583,246,463,252,469,GG,6.558025507009081,8.48528137423857
GSD60,422,206,424,204,GSD,5.811739606233008,2.8284271247461903
TS56,125,396,113,392,TS,6.80001076828319,12.649110640673518
GG630,412,142,405,141,GG,5.314464798207172,7.0710678118654755
TS568,349,143,360,137,TS,8.0261987758111,12.529964086141668
GG284,275,377,275,384,GG,6.408970512458379,7.0
TG1154,157,404,187,407,TG,6.3445292419302834,30.14962686336267
TS425,246,145,243,143,TS,3.6496725877856666,3.605551275463989
TG239,153,362,163,360,TG,2.592967571347791,10.198039027185569
GSD96,381,287,380,287,GSD,6.514451504604935,1.0
GG569,415,39,404,39,GG,6.520106755379593,11.0
TS105,408,104,397,114,TS,6.918808744818955,14.866068747318506
TG580,396,116,376,126,TG,6.386030834964239,22.360679774997898
GSD98,355,410,360,411,GSD,5.995064763495122,5.0990195135927845
TG1017,301,175,325,174,TG,7.17823597886455,24.020824298928627
TG47,170,191,197,172,TG,6.930606424551863,33.015148038438355
TS329,428,90,418,96,TS,5.348211482705774,11.661903789690601
TS529,299,324,307,330,TS,5.542735351627719,10.0
GG721,200,409,202,408,GG,3.4075797451234386,2.23606797749979
GG674,452,98,454,106,GG,4.7020410115477445,8.246211251235321
TS486,218,154,224,151,TS,6.536499671912635,6.708203932499369
GSD287,371,309,369,310,GSD,5.006699070253738,2.23606797749979
GG188,263,340,266,343,GG,5.7227879337411816,4.242640687119285
TG1060,268,135,262,148,TG,5.237474086374626,14.317821063276353
TG124,284,172,261,167,TG,6.185826643843539,23.53720459187964
GSD161,319,389,320,393,GSD,5.585314726286811,4.123105625617661
GG66,263,188,261,191,GG,7.1353185053347765,3.605551275463989
GG276,356,200,360,191,GG,6.169702518293587,9.848857801796104
GG488,472,114,472,120,GG,5.262328550555285,6.0
GSD48,365,58,364,56,GSD,5.275719712054707,2.23606797749979
TG1072,428,90,439,95,TG,4.827402447094586,12.083045973594572
GSD303,221,241,223,238,GSD,5.435743407326575,3.605551275463989
GSD220,480,101,476,104,GSD,7.08297364529912,5.0
GG659,385,99,393,98,GG,4.347426801662326,8.06225774829855
TS305,123,245,137,244,TS,6.111148998743973,14.035668847618199
TG1178,478,93,484,112,TG,5.887638259868171,19.924858845171276
TS265,263,147,276,145,TS,5.479739789732661,13.152946437965905
TS451,316,169,308,176,TS,5.87478031759421,10.63014581273465
GSD47,264,382,256,382,GSD,8.572019511978159,8.0
TG58,360,121,337,122,TG,5.488954870873986,23.021728866442675
GSD126,259,331,263,325,GSD,7.88245407661929,7.211102550927978
GSD156,545,155,546,150,GSD,5.330218973347513,5.0990195135927845
GSD301,242,341,242,342,GSD,5.643017900936485,1.0
TS224,60,375,61,382,TS,4.604629908680588,7.0710678118654755
GSD31,361,282,357,281,GSD,4.072085651044304,4.123105625617661
GG382,258,485,260,493,GG,4.381548930052599,8.246211251235321
TS333,92,393,84,395,TS,5.934790341925297,8.246211251235321
GG770,262,452,259,459,GG,6.087283208870999,7.615773105863909
GG766,245,259,237,256,GG,5.880771813285042,8.54400374531753
GSD44,352,209,355,209,GSD,4.913847279321942,3.0
TS533,20,445,36,442,TS,7.085601961627604,16.278820596099706
TG174,353,321,368,313,TG,5.359013650953786,17.0
GG318,434,79,433,83,GG,5.110772216968627,4.123105625617661
GG426,273,400,269,411,GG,5.6909377116497755,11.704699910719626
GG608,279,316,273,327,GG,6.748406465231259,12.529964086141668
GSD66,370,312,373,307,GSD,6.595386225231046,5.830951894845301
TS308,241,167,245,176,TS,4.890618229125902,9.848857801796104
TG468,182,406,203,413,TG,5.036410558311529,22.135943621178654
TG845,350,121,374,132,TG,6.2162812568252,26.40075756488817
GSD166,448,124,449,121,GSD,6.055124410627933,3.1622776601683795
TS592,479,218,486,211,TS,6.16738410619107,9.899494936611665
GSD378,452,205,447,205,GSD,5.228422494158346,5.0
GSD44,355,209,360,210,GSD,5.145814934541356,5.0990195135927845
TG614,366,315,334,325,TG,8.429961618712772,33.52610922848042
GG116,396,257,393,267,GG,6.673211804515959,10.44030650891055
GG450,359,215,359,224,GG,4.713133017269081,9.0
GSD382,346,135,347,142,GSD,7.853751210446816,7.0710678118654755
GG86,308,251,304,262,GG,6.880748207415117,11.704699910719626
TS274,484,112,476,98,TS,6.8718266418269955,16.1245154965971
TS208,369,129,371,125,TS,6.609151562336096,4.47213595499958
TG974,127,228,145,217,TG,5.6435587888917516,21.095023109728988
TS157,419,202,418,207,TS,4.490008860598408,5.0990195135927845
GG87,72,405,64,410,GG,4.217308887850512,9.433981132056603
TS128,67,322,66,333,TS,5.444990174774986,11.045361017187261
GG48,454,103,457,96,GG,5.472731104269247,7.615773105863909
TG1178,497,81,478,93,TG,5.29039762504046,22.47220505424423
TG566,322,331,301,324,TG,5.793386335534797,22.135943621178654
GG702,278,186,263,188,GG,7.730585408449365,15.132745950421556
TS330,238,163,238,165,TS,5.5587798475619605,2.0
TG1149,307,172,329,172,TG,5.429265345093304,22.0
TG26,417,208,407,224,TG,4.833083011593019,18.867962264113206
GG613,253,472,250,462,GG,7.174432794258281,10.44030650891055
GG309,436,74,435,81,GG,5.682977914796563,7.0710678118654755
GG519,460,95,453,93,GG,6.15299246255654,7.280109889280518
TG426,228,127,243,142,TG,6.218486712242262,21.213203435596427
TG970,418,95,442,95,TG,7.427045011974042,24.0
TS235,267,338,273,327,TS,5.474574609181469,12.529964086141668
GSD274,318,113,320,119,GSD,6.112491114917997,6.324555320336759
TG651,267,163,286,173,TG,6.592594093444885,21.470910553583888
GG648,365,353,363,348,GG,4.447350359549709,5.385164807134504
GG769,439,111,430,108,GG,6.048311665521878,9.486832980505138
TS650,352,218,336,216,TS,7.238959594242479,16.1245154965971
TS389,469,94,464,94,TS,4.479668156093226,5.0
GSD252,278,107,277,112,GSD,5.886089055997102,5.0990195135927845
TS357,372,308,379,298,TS,5.777237315555319,12.206555615733702
TG1067,330,326,312,332,TG,5.477503087487787,18.973665961010276
TG501,160,405,184,407,TG,4.335257668027393,24.08318915758459
GSD281,342,355,337,354,GSD,7.269662004736865,5.0990195135927845
TG376,430,100,447,97,TG,5.978074660861207,17.26267650163207
GSD161,320,393,326,396,GSD,6.396496878006019,6.708203932499369
GSD182,402,172,406,173,GSD,4.125055603840508,4.123105625617661
TG258,349,323,370,312,TG,5.343830036855925,23.706539182259394
TG873,287,172,304,176,TG,5.199845062376054,17.46424919657298
TS56,149,403,140,402,TS,5.968201878585297,9.055385138137417
GSD29,412,276,410,277,GSD,5.286873510610498,2.23606797749979
GG695,372,135,367,140,GG,4.703444054927136,7.0710678118654755
GG450,353,229,349,239,GG,6.528744530060457,10.770329614269007
TG44,298,105,279,117,TG,5.086034656280691,22.47220505424423
TS59,295,322,308,331,TS,5.936518723859159,15.811388300841896
GSD343,408,146,412,145,GSD,8.388406866952485,4.123105625617661
GSD154,296,151,300,152,GSD,6.0723516434815705,4.123105625617661
TG1147,228,127,231,146,TG,7.780128421277694,19.235384061671343
TG1020,266,340,280,313,TG,6.692647345593281,30.4138126514911
GG157,358,262,358,273,GG,6.073845795591004,11.0
TS103,160,405,147,402,TS,6.360029275231668,13.341664064126334
TG925,173,406,200,410,TG,5.676164791981423,27.294688127912362
GG276,354,223,357,216,GG,5.686079845786662,7.615773105863909
TG285,405,225,413,212,TG,4.178645392594341,15.264337522473747
GG452,332,171,328,160,GG,6.988966923670752,11.704699910719626
TS740,419,206,412,213,TS,4.469214288086029,9.899494936611665
GG42,119,447,124,453,GG,4.13023472178066,7.810249675906654
GSD96,332,250,336,251,GSD,4.879251662155099,4.123105625617661
GG21,301,270,300,278,GG,4.74187881197927,8.06225774829855
TG327,386,284,378,300,TG,5.558314415252132,17.88854381999832
GG242,341,252,343,247,GG,5.448028657808423,5.385164807134504
GG377,299,203,294,203,GG,5.714514113844905,5.0
TG864,424,90,410,102,TG,5.075684376027569,18.439088914585774
GG731,374,104,385,100,GG,5.679462636528868,11.704699910719626
TS292,198,350,188,339,TS,6.59771345775171,14.866068747318506
TS432,315,170,322,163,TS,6.192204295006118,9.899494936611665
GG267,243,140,236,138,GG,4.797441522138087,7.280109889280518
GG561,401,119,393,122,GG,8.478569074976559,8.54400374531753
GG786,413,110,417,120,GG,7.024517794267763,10.770329614269007
GG171,460,111,454,107,GG,5.35819596312659,7.211102550927978
TS286,321,208,330,214,TS,6.263299061300301,10.816653826391969
TG257,246,145,233,145,TG,3.653123593435605,13.0
GG676,223,492,218,490,GG,4.315958312111135,5.385164807134504
GSD314,214,249,214,255,GSD,3.8847674210915315,6.0
TG639,340,147,318,167,TG,7.336946999574041,29.732137494637012
TG496,482,115,476,97,TG,5.034950634742228,18.973665961010276
GG346,492,162,480,162,GG,5.99994429845823,12.0
TG402,300,103,311,93,TG,4.020328702693609,14.866068747318506
GG527,238,141,235,136,GG,6.3624274206661235,5.830951894845301
GSD224,429,134,432,135,GSD,4.899077619351189,3.1622776601683795
GG81,392,97,400,101,GG,5.772567122257166,8.94427190999916
TG1098,440,132,455,125,TG,4.791352578850081,16.55294535724685
TG624,132,399,114,390,TG,5.674940249496622,20.12461179749811
GSD86,271,407,271,405,GSD,5.47349771946761,2.0
GSD110,272,325,272,329,GSD,6.033831289457879,4.0
TG633,300,278,288,301,TG,6.0831238996333425,25.942243542145693
TS615,235,168,227,164,TS,7.08134741539588,8.94427190999916
GG558,437,60,445,59,GG,6.755198375644749,8.06225774829855
TG473,309,177,322,167,TG,8.456011153477776,16.401219466856727
TG254,419,94,401,110,TG,5.709628183901663,24.08318915758459
TS430,464,220,477,219,TS,6.666002114759376,13.038404810405298
GG80,415,77,423,74,GG,6.977430063787618,8.54400374531753
TS741,78,401,71,394,TS,6.372123874552992,9.899494936611665
GG169,254,164,250,172,GG,5.998528071715869,8.94427190999916
GSD211,313,126,312,126,GSD,4.0855623168673745,1.0
GSD324,311,218,311,215,GSD,6.059534302153885,3.0
GSD320,231,387,232,385,GSD,5.296006807379854,2.23606797749979
TG602,380,137,370,126,TG,6.031302371660073,14.866068747318506
GSD303,227,233,226,227,GSD,5.403513368737208,6.082762530298219
TS58,114,243,112,251,TS,5.134900087649255,8.246211251235321
GG187,352,156,352,145,GG,7.520460140944273,11.0
TS361,465,164,475,162,TS,5.275746116094692,10.198039027185569
TS648,276,122,270,130,TS,5.201950220081876,10.0
TG796,330,124,355,120,TG,5.321656261217438,25.317977802344327
TS15,346,353,351,343,TS,5.010825430354133,11.180339887498949
TS516,394,153,400,152,TS,5.535013556186247,6.082762530298219
TS56,160,405,149,403,TS,5.098080668852625,11.180339887498949
TG562,240,344,258,341,TG,3.992925160566416,18.24828759089466
GG311,329,204,325,199,GG,4.85131171195388,6.4031242374328485
TG90,431,91,432,99,TG,6.76637300491997,8.06225774829855
TG172,139,400,168,404,TG,5.771216457980391,29.274562336608895
GG439,397,308,387,307,GG,5.154311646953459,10.04987562112089
GSD215,189,317,198,322,GSD,6.263977743781837,10.295630140987
GSD76,184,313,186,317,GSD,7.280477295403244,4.47213595499958
TG315,129,398,108,391,TG,6.290492894927095,22.135943621178654
GSD371,339,287,337,292,GSD,7.844284086718519,5.385164807134504
TS268,136,399,143,401,TS,5.415888295873456,7.280109889280518
TG652,176,355,205,348,TG,8.499428176603018,29.832867780352597
GG487,346,168,340,173,GG,6.164145831899105,7.810249675906654
GG550,475,162,486,162,GG,5.524952691116445,11.0
TG896,298,174,309,178,TG,6.366142278416201,11.704699910719626
GG303,443,96,453,94,GG,7.032599132555887,10.198039027185569
GSD256,282,151,285,151,GSD,6.31610941273435,3.0
GG39,497,163,511,161,GG,6.684885102600182,14.142135623730951
GSD101,385,348,387,343,GSD,6.712492611100073,5.385164807134504
GSD44,350,204,352,209,GSD,6.381092771084003,5.385164807134504
TG743,309,241,315,221,TG,4.554356398671017,20.8806130178211
GG441,412,223,418,211,GG,8.279501718059992,13.416407864998739
GSD261,382,249,387,243,GSD,6.402870541416661,7.810249675906654
GG145,127,351,127,359,GG,5.534244185198323,8.0
GG673,316,125,325,122,GG,5.802501533814379,9.486832980505138
GG531,227,115,226,124,GG,5.863246723578371,9.055385138137417
GG573,372,45,367,47,GG,5.545447603264931,5.385164807134504
GSD207,365,312,367,312,GSD,4.087415726065373,2.0
TG209,368,131,341,147,TG,6.559701564403217,31.38470965295043
GSD280,356,356,353,353,GSD,6.894142767392207,4.242640687119285
GSD143,374,167,368,171,GSD,5.440640106807045,7.211102550927978
GSD332,355,156,359,154,GSD,5.519044467994966,4.47213595499958
GSD182,411,180,415,180,GSD,5.193802799348212,4.0
TG275,339,324,323,330,TG,4.739672419572178,17.08800749063506
GSD239,271,331,272,329,GSD,6.371893731745676,2.23606797749979
TG581,372,308,359,321,TG,4.177980895471521,18.384776310850235
GSD268,471,186,478,186,GSD,6.755984410252033,7.0
TG944,429,145,447,129,TG,5.770146484923524,24.08318915758459
GG226,260,117,269,119,GG,6.8760681481575325,9.219544457292887
TS345,243,177,242,169,TS,6.260876659109464,8.06225774829855
GG286,320,161,328,159,GG,5.34131164491878,8.246211251235321
TS309,313,334,299,327,TS,6.995183483972266,15.652475842498529
TS371,259,440,253,441,TS,6.278668808658332,6.082762530298219
GSD268,469,205,472,202,GSD,5.785116074619452,4.242640687119285
GG96,216,186,214,192,GG,7.837537735089648,6.324555320336759
TG104,351,82,335,87,TG,3.7126755978965225,16.76305461424021
TS323,430,222,415,219,TS,6.599725651771803,15.297058540778355
TG95,272,169,289,172,TG,5.21926868994233,17.26267650163207
TS514,316,221,313,234,TS,6.074560842749566,13.341664064126334
GG675,428,180,431,182,GG,5.797934881220385,3.605551275463989
TG904,373,130,350,120,TG,7.308778973736621,25.079872407968907
TG435,153,361,125,369,TG,6.532057701053835,29.120439557122072
TG569,360,143,337,155,TG,5.988939779475063,25.942243542145693
GSD379,266,228,272,224,GSD,6.787625617370942,7.211102550927978
TS410,489,162,500,161,TS,5.115293271024032,11.045361017187261
TS627,85,399,84,388,TS,6.171658035232031,11.045361017187261
GG686,308,245,306,258,GG,7.409475817892695,13.152946437965905
GG421,435,79,424,74,GG,7.408424964782902,12.083045973594572
GG11,346,220,354,223,GG,5.8393383035930375,8.54400374531753
GSD332,347,158,348,158,GSD,6.260707038338815,1.0
GG511,481,75,478,82,GG,5.611694373177445,7.615773105863909
GG721,195,404,200,409,GG,4.6868059613673445,7.0710678118654755
GSD26,420,184,422,180,GSD,5.027573190942917,4.47213595499958
GG305,269,132,264,141,GG,6.76157569825961,10.295630140987
